DateOfDeparture,Departure,Fog-d,Rain-d,Hail-d,Thunder-d,Snow-d
2012-03-28,LAS,0,0,0,0,0
2012-03-29,LAS,0,0,0,0,0
2012-03-30,LAS,0,0,0,0,0
2012-03-31,LAS,0,0,0,0,0
2012-04-01,LAS,0,0,0,0,0
2012-04-02,LAS,0,0,0,0,0
2012-04-03,LAS,0,0,0,0,0
2012-04-04,LAS,0,0,0,0,0
2012-04-05,LAS,0,0,0,0,0
2012-04-06,LAS,0,0,0,0,0
2012-04-07,LAS,0,0,0,0,0
2012-04-08,LAS,0,0,0,0,0
2012-04-09,LAS,0,0,0,0,0
2012-04-10,LAS,0,0,0,0,0
2012-04-11,LAS,0,0,0,0,0
2012-04-12,LAS,0,0,0,0,0
2012-04-13,LAS,0,1,0,0,0
2012-04-14,LAS,0,1,0,0,0
2012-04-15,LAS,0,0,0,0,0
2012-04-16,LAS,0,0,0,0,0
2012-04-17,LAS,0,0,0,0,0
2012-04-18,LAS,0,0,0,0,0
2012-04-19,LAS,0,0,0,0,0
2012-04-20,LAS,0,0,0,0,0
2012-04-21,LAS,0,0,0,0,0
2012-04-22,LAS,0,0,0,0,0
2012-04-23,LAS,0,0,0,0,0
2012-04-24,LAS,0,0,0,0,0
2012-04-25,LAS,0,1,0,0,0
2012-04-26,LAS,0,0,0,0,0
2012-04-27,LAS,0,0,0,0,0
2012-04-28,LAS,0,0,0,0,0
2012-04-29,LAS,0,0,0,0,0
2012-04-30,LAS,0,0,0,0,0
2012-05-01,LAS,0,0,0,0,0
2012-05-02,LAS,0,0,0,0,0
2012-05-03,LAS,0,0,0,0,0
2012-05-04,LAS,0,0,0,0,0
2012-05-05,LAS,0,0,0,0,0
2012-05-06,LAS,0,0,0,0,0
2012-05-07,LAS,0,0,0,1,0
2012-05-08,LAS,0,0,0,0,0
2012-05-09,LAS,0,0,0,0,0
2012-05-10,LAS,0,0,0,0,0
2012-05-11,LAS,0,0,0,0,0
2012-05-12,LAS,0,0,0,0,0
2012-05-13,LAS,0,0,0,0,0
2012-05-14,LAS,0,0,0,0,0
2012-05-15,LAS,0,0,0,0,0
2012-05-16,LAS,0,0,0,0,0
2012-05-17,LAS,0,0,0,0,0
2012-05-18,LAS,0,0,0,0,0
2012-05-19,LAS,0,0,0,0,0
2012-05-20,LAS,0,0,0,0,0
2012-05-21,LAS,0,0,0,0,0
2012-05-22,LAS,0,0,0,0,0
2012-05-23,LAS,0,0,0,0,0
2012-05-24,LAS,0,0,0,0,0
2012-05-25,LAS,0,0,0,0,0
2012-05-26,LAS,0,0,0,0,0
2012-05-27,LAS,0,0,0,0,0
2012-05-28,LAS,0,0,0,0,0
2012-05-29,LAS,0,0,0,0,0
2012-05-30,LAS,0,0,0,0,0
2012-05-31,LAS,0,0,0,0,0
2012-06-01,LAS,0,0,0,0,0
2012-06-02,LAS,0,0,0,0,0
2012-06-03,LAS,0,0,0,0,0
2012-06-04,LAS,0,0,0,0,0
2012-06-05,LAS,0,0,0,0,0
2012-06-06,LAS,0,0,0,0,0
2012-06-07,LAS,0,0,0,0,0
2012-06-08,LAS,0,0,0,0,0
2012-06-09,LAS,0,0,0,0,0
2012-06-10,LAS,0,0,0,0,0
2012-06-11,LAS,0,0,0,0,0
2012-06-12,LAS,0,0,0,0,0
2012-06-13,LAS,0,0,0,0,0
2012-06-14,LAS,0,0,0,0,0
2012-06-15,LAS,0,0,0,0,0
2012-06-16,LAS,0,0,0,0,0
2012-06-17,LAS,0,0,0,0,0
2012-06-18,LAS,0,0,0,0,0
2012-06-19,LAS,0,0,0,0,0
2012-06-20,LAS,0,0,0,0,0
2012-06-21,LAS,0,0,0,0,0
2012-06-22,LAS,0,0,0,0,0
2012-06-23,LAS,0,0,0,0,0
2012-06-24,LAS,0,0,0,0,0
2012-06-25,LAS,0,0,0,0,0
2012-06-26,LAS,0,0,0,0,0
2012-06-27,LAS,0,0,0,0,0
2012-06-28,LAS,0,0,0,0,0
2012-06-29,LAS,0,0,0,0,0
2012-06-30,LAS,0,0,0,0,0
2012-07-01,LAS,0,0,0,0,0
2012-07-02,LAS,0,0,0,0,0
2012-07-03,LAS,0,0,0,0,0
2012-07-04,LAS,0,1,0,0,0
2012-07-05,LAS,0,0,0,0,0
2012-07-06,LAS,0,0,0,0,0
2012-07-07,LAS,0,0,0,0,0
2012-07-08,LAS,0,0,0,0,0
2012-07-09,LAS,0,0,0,0,0
2012-07-10,LAS,0,0,0,0,0
2012-07-11,LAS,0,0,0,0,0
2012-07-12,LAS,0,0,0,0,0
2012-07-13,LAS,0,1,0,1,0
2012-07-14,LAS,0,1,0,1,0
2012-07-15,LAS,0,1,0,1,0
2012-07-16,LAS,0,0,0,0,0
2012-07-17,LAS,0,0,0,0,0
2012-07-18,LAS,0,0,0,0,0
2012-07-19,LAS,0,0,0,0,0
2012-07-20,LAS,0,0,0,0,0
2012-07-21,LAS,0,0,0,0,0
2012-07-22,LAS,0,0,0,0,0
2012-07-23,LAS,0,0,0,1,0
2012-07-24,LAS,0,0,0,0,0
2012-07-25,LAS,0,0,0,0,0
2012-07-26,LAS,0,0,0,0,0
2012-07-27,LAS,0,0,0,0,0
2012-07-28,LAS,0,0,0,0,0
2012-07-29,LAS,0,0,0,0,0
2012-07-30,LAS,0,0,0,0,0
2012-07-31,LAS,0,1,0,1,0
2012-08-01,LAS,1,1,0,1,0
2012-08-02,LAS,0,0,0,0,0
2012-08-03,LAS,0,0,0,0,0
2012-08-04,LAS,0,0,0,0,0
2012-08-05,LAS,0,0,0,0,0
2012-08-06,LAS,0,1,0,0,0
2012-08-07,LAS,0,0,0,0,0
2012-08-08,LAS,0,0,0,0,0
2012-08-09,LAS,0,0,0,1,0
2012-08-10,LAS,0,0,0,0,0
2012-08-11,LAS,0,1,0,1,0
2012-08-12,LAS,0,0,0,1,0
2012-08-13,LAS,0,0,0,0,0
2012-08-14,LAS,0,0,0,1,0
2012-08-15,LAS,0,0,0,0,0
2012-08-16,LAS,0,0,0,0,0
2012-08-17,LAS,0,0,0,1,0
2012-08-18,LAS,0,0,0,1,0
2012-08-19,LAS,0,0,0,0,0
2012-08-20,LAS,0,1,0,1,0
2012-08-21,LAS,0,1,0,1,0
2012-08-22,LAS,0,1,0,1,0
2012-08-23,LAS,1,0,0,0,0
2012-08-24,LAS,0,0,0,0,0
2012-08-25,LAS,0,0,0,0,0
2012-08-26,LAS,0,0,0,0,0
2012-08-27,LAS,0,0,0,0,0
2012-08-28,LAS,0,0,0,0,0
2012-08-29,LAS,0,0,0,1,0
2012-08-30,LAS,0,0,0,1,0
2012-08-31,LAS,0,1,0,1,0
2012-09-01,LAS,0,0,0,0,0
2012-09-02,LAS,0,0,0,0,0
2012-09-03,LAS,0,0,0,0,0
2012-09-04,LAS,0,0,0,0,0
2012-09-05,LAS,0,1,0,1,0
2012-09-06,LAS,0,0,0,0,0
2012-09-07,LAS,0,0,0,0,0
2012-09-08,LAS,0,0,0,0,0
2012-09-09,LAS,0,0,0,0,0
2012-09-10,LAS,0,0,0,0,0
2012-09-11,LAS,0,1,0,1,0
2012-09-12,LAS,1,0,0,0,0
2012-09-13,LAS,0,0,0,0,0
2012-09-14,LAS,0,0,0,0,0
2012-09-15,LAS,0,0,0,0,0
2012-09-16,LAS,0,0,0,0,0
2012-09-17,LAS,0,0,0,0,0
2012-09-18,LAS,0,0,0,0,0
2012-09-19,LAS,0,0,0,0,0
2012-09-20,LAS,0,0,0,0,0
2012-09-21,LAS,0,0,0,0,0
2012-09-22,LAS,0,0,0,0,0
2012-09-23,LAS,0,0,0,0,0
2012-09-24,LAS,0,0,0,0,0
2012-09-25,LAS,0,0,0,0,0
2012-09-26,LAS,0,0,0,0,0
2012-09-27,LAS,0,0,0,0,0
2012-09-28,LAS,0,0,0,0,0
2012-09-29,LAS,0,0,0,0,0
2012-09-30,LAS,0,0,0,0,0
2012-10-01,LAS,0,0,0,0,0
2012-10-02,LAS,0,0,0,0,0
2012-10-03,LAS,0,0,0,0,0
2012-10-04,LAS,0,0,0,0,0
2012-10-05,LAS,0,0,0,0,0
2012-10-06,LAS,0,0,0,0,0
2012-10-07,LAS,0,0,0,0,0
2012-10-08,LAS,0,0,0,0,0
2012-10-09,LAS,0,0,0,0,0
2012-10-10,LAS,0,1,0,1,0
2012-10-11,LAS,1,1,0,1,0
2012-10-12,LAS,0,1,0,0,0
2012-10-13,LAS,0,0,0,0,0
2012-10-14,LAS,0,0,0,0,0
2012-10-15,LAS,0,0,0,0,0
2012-10-16,LAS,0,0,0,0,0
2012-10-17,LAS,0,0,0,0,0
2012-10-18,LAS,0,0,0,0,0
2012-10-19,LAS,0,0,0,0,0
2012-10-20,LAS,0,0,0,0,0
2012-10-21,LAS,0,0,0,0,0
2012-10-22,LAS,0,0,0,0,0
2012-10-23,LAS,0,0,0,0,0
2012-10-24,LAS,0,0,0,0,0
2012-10-25,LAS,0,0,0,0,0
2012-10-26,LAS,0,0,0,0,0
2012-10-27,LAS,0,0,0,0,0
2012-10-28,LAS,0,0,0,0,0
2012-10-29,LAS,0,0,0,0,0
2012-10-30,LAS,0,0,0,0,0
2012-10-31,LAS,0,0,0,0,0
2012-11-01,LAS,0,0,0,0,0
2012-11-02,LAS,0,0,0,0,0
2012-11-03,LAS,0,0,0,0,0
2012-11-04,LAS,0,0,0,0,0
2012-11-05,LAS,0,0,0,0,0
2012-11-06,LAS,0,0,0,0,0
2012-11-07,LAS,0,0,0,0,0
2012-11-08,LAS,0,0,0,0,0
2012-11-09,LAS,0,0,0,0,0
2012-11-10,LAS,0,1,0,0,0
2012-11-11,LAS,0,0,0,0,0
2012-11-12,LAS,0,0,0,0,0
2012-11-13,LAS,0,0,0,0,0
2012-11-14,LAS,0,0,0,0,0
2012-11-15,LAS,0,0,0,0,0
2012-11-16,LAS,0,1,0,0,0
2012-11-17,LAS,0,0,0,0,0
2012-11-18,LAS,0,0,0,0,0
2012-11-19,LAS,0,0,0,0,0
2012-11-20,LAS,0,0,0,0,0
2012-11-21,LAS,0,0,0,0,0
2012-11-22,LAS,0,0,0,0,0
2012-11-23,LAS,0,0,0,0,0
2012-11-24,LAS,0,0,0,0,0
2012-11-25,LAS,0,0,0,0,0
2012-11-26,LAS,0,0,0,0,0
2012-11-27,LAS,0,0,0,0,0
2012-11-28,LAS,0,0,0,0,0
2012-11-29,LAS,0,0,0,0,0
2012-11-30,LAS,0,0,0,0,0
2012-12-01,LAS,0,0,0,0,0
2012-12-02,LAS,0,0,0,0,0
2012-12-03,LAS,0,0,0,0,0
2012-12-04,LAS,0,0,0,0,0
2012-12-05,LAS,0,0,0,0,0
2012-12-06,LAS,0,0,0,0,0
2012-12-07,LAS,0,0,0,0,0
2012-12-08,LAS,0,0,0,0,0
2012-12-09,LAS,0,0,0,0,0
2012-12-10,LAS,0,0,0,0,0
2012-12-11,LAS,0,0,0,0,0
2012-12-12,LAS,0,0,0,0,0
2012-12-13,LAS,1,1,0,0,0
2012-12-14,LAS,1,1,0,0,0
2012-12-15,LAS,0,1,0,0,0
2012-12-16,LAS,0,0,0,0,0
2012-12-17,LAS,0,0,0,0,0
2012-12-18,LAS,0,1,0,0,0
2012-12-19,LAS,0,0,0,0,0
2012-12-20,LAS,0,0,0,0,0
2012-12-21,LAS,0,0,0,0,0
2012-12-22,LAS,0,0,0,0,0
2012-12-23,LAS,0,0,0,0,0
2012-12-24,LAS,0,0,0,0,0
2012-12-25,LAS,0,0,0,0,0
2012-12-26,LAS,0,0,0,0,0
2012-12-27,LAS,0,0,0,0,0
2012-12-28,LAS,0,0,0,0,0
2012-12-29,LAS,0,0,0,0,0
2012-12-30,LAS,0,0,0,0,0
2012-12-31,LAS,0,0,0,0,0
2012-01-01,PHX,0,0,0,0,0
2012-01-02,PHX,0,0,0,0,0
2012-01-03,PHX,0,0,0,0,0
2012-01-04,PHX,0,0,0,0,0
2012-01-05,PHX,0,0,0,0,0
2012-01-06,PHX,0,0,0,0,0
2012-01-07,PHX,0,0,0,0,0
2012-01-08,PHX,0,0,0,0,0
2012-01-09,PHX,0,0,0,0,0
2012-01-10,PHX,0,0,0,0,0
2012-01-11,PHX,0,0,0,0,0
2012-01-12,PHX,0,0,0,0,0
2012-01-13,PHX,0,0,0,0,0
2012-01-14,PHX,0,0,0,0,0
2012-01-15,PHX,0,0,0,0,0
2012-01-16,PHX,0,0,0,0,0
2012-01-17,PHX,0,0,0,0,0
2012-01-18,PHX,0,0,0,0,0
2012-01-19,PHX,0,0,0,0,0
2012-01-20,PHX,0,0,0,0,0
2012-01-21,PHX,0,0,0,0,0
2012-01-22,PHX,0,0,0,0,0
2012-01-23,PHX,0,0,0,0,0
2012-01-24,PHX,0,0,0,0,0
2012-01-25,PHX,0,0,0,0,0
2012-01-26,PHX,0,0,0,0,0
2012-01-27,PHX,0,0,0,0,0
2012-01-28,PHX,0,0,0,0,0
2012-01-29,PHX,0,0,0,0,0
2012-01-30,PHX,0,0,0,0,0
2012-01-31,PHX,0,0,0,0,0
2012-02-01,PHX,0,0,0,0,0
2012-02-02,PHX,0,0,0,0,0
2012-02-03,PHX,0,0,0,0,0
2012-02-04,PHX,0,0,0,0,0
2012-02-05,PHX,0,0,0,0,0
2012-02-06,PHX,0,0,0,0,0
2012-02-07,PHX,0,0,0,0,0
2012-02-08,PHX,0,0,0,0,0
2012-02-09,PHX,0,0,0,0,0
2012-02-10,PHX,0,0,0,0,0
2012-02-11,PHX,0,0,0,0,0
2012-02-12,PHX,0,0,0,0,0
2012-02-13,PHX,0,0,0,0,0
2012-02-14,PHX,0,0,0,0,0
2012-02-15,PHX,0,0,0,0,0
2012-02-16,PHX,0,0,0,0,0
2012-02-17,PHX,0,0,0,0,0
2012-02-18,PHX,0,0,0,0,0
2012-02-19,PHX,0,0,0,0,0
2012-02-20,PHX,0,0,0,0,0
2012-02-21,PHX,0,0,0,0,0
2012-02-22,PHX,0,0,0,0,0
2012-02-23,PHX,0,0,0,0,0
2012-02-24,PHX,0,0,0,0,0
2012-02-25,PHX,0,0,0,0,0
2012-02-26,PHX,0,0,0,0,0
2012-02-27,PHX,0,0,0,0,0
2012-02-28,PHX,0,1,0,0,0
2012-02-29,PHX,0,0,0,0,0
2012-03-01,PHX,0,0,0,0,0
2012-03-02,PHX,0,0,0,0,0
2012-03-03,PHX,0,0,0,0,0
2012-03-04,PHX,0,0,0,0,0
2012-03-05,PHX,0,0,0,0,0
2012-03-06,PHX,0,0,0,0,0
2012-03-07,PHX,0,0,0,0,0
2012-03-08,PHX,0,0,0,0,0
2012-03-09,PHX,0,0,0,0,0
2012-03-10,PHX,0,0,0,0,0
2012-03-11,PHX,0,0,0,0,0
2012-03-12,PHX,0,0,0,0,0
2012-03-13,PHX,0,0,0,0,0
2012-03-14,PHX,0,0,0,0,0
2012-03-15,PHX,0,0,0,0,0
2012-03-16,PHX,0,0,0,0,0
2012-03-17,PHX,0,0,0,0,0
2012-03-18,PHX,0,1,0,1,0
2012-03-19,PHX,0,0,0,0,0
2012-03-20,PHX,0,0,0,0,0
2012-03-21,PHX,0,0,0,0,0
2012-03-22,PHX,0,0,0,0,0
2012-03-23,PHX,0,0,0,0,0
2012-03-24,PHX,0,0,0,0,0
2012-03-25,PHX,0,0,0,0,0
2012-03-26,PHX,0,0,0,0,0
2012-03-27,PHX,0,0,0,0,0
2012-03-28,PHX,0,0,0,0,0
2012-03-29,PHX,0,0,0,0,0
2012-03-30,PHX,0,0,0,0,0
2012-03-31,PHX,0,0,0,0,0
2012-04-01,PHX,0,0,0,0,0
2012-04-02,PHX,0,0,0,0,0
2012-04-03,PHX,0,0,0,0,0
2012-04-04,PHX,0,0,0,0,0
2012-04-05,PHX,0,0,0,0,0
2012-04-06,PHX,0,0,0,0,0
2012-04-07,PHX,0,0,0,0,0
2012-04-08,PHX,0,0,0,0,0
2012-04-09,PHX,0,0,0,0,0
2012-04-10,PHX,0,0,0,0,0
2012-04-11,PHX,0,0,0,0,0
2012-04-12,PHX,0,0,0,0,0
2012-04-13,PHX,0,0,0,0,0
2012-04-14,PHX,0,1,0,0,0
2012-04-15,PHX,0,0,0,0,0
2012-04-16,PHX,0,0,0,0,0
2012-04-17,PHX,0,0,0,0,0
2012-04-18,PHX,0,0,0,0,0
2012-04-19,PHX,0,0,0,0,0
2012-04-20,PHX,0,0,0,0,0
2012-04-21,PHX,0,0,0,0,0
2012-04-22,PHX,0,0,0,0,0
2012-04-23,PHX,0,0,0,0,0
2012-04-24,PHX,0,0,0,0,0
2012-04-25,PHX,0,0,0,0,0
2012-04-26,PHX,0,1,0,0,0
2012-04-27,PHX,0,0,0,0,0
2012-04-28,PHX,0,0,0,0,0
2012-04-29,PHX,0,0,0,0,0
2012-04-30,PHX,0,0,0,0,0
2012-05-01,PHX,0,0,0,0,0
2012-05-02,PHX,0,0,0,0,0
2012-05-03,PHX,0,0,0,0,0
2012-05-04,PHX,0,0,0,0,0
2012-05-05,PHX,0,0,0,0,0
2012-05-06,PHX,0,0,0,0,0
2012-05-07,PHX,0,0,0,0,0
2012-05-08,PHX,0,0,0,0,0
2012-05-09,PHX,0,1,0,1,0
2012-05-10,PHX,0,0,0,0,0
2012-05-11,PHX,0,0,0,0,0
2012-05-12,PHX,0,0,0,0,0
2012-05-13,PHX,0,0,0,0,0
2012-05-14,PHX,0,0,0,0,0
2012-05-15,PHX,0,0,0,0,0
2012-05-16,PHX,0,0,0,0,0
2012-05-17,PHX,0,0,0,0,0
2012-05-18,PHX,0,0,0,0,0
2012-05-19,PHX,0,0,0,0,0
2012-05-20,PHX,0,0,0,0,0
2012-05-21,PHX,0,0,0,0,0
2012-05-22,PHX,0,0,0,0,0
2012-05-23,PHX,0,0,0,0,0
2012-05-24,PHX,0,0,0,0,0
2012-05-25,PHX,0,0,0,0,0
2012-05-26,PHX,0,0,0,0,0
2012-05-27,PHX,0,0,0,0,0
2012-05-28,PHX,0,0,0,0,0
2012-05-29,PHX,0,0,0,0,0
2012-05-30,PHX,0,0,0,0,0
2012-05-31,PHX,0,0,0,0,0
2012-06-01,PHX,0,0,0,0,0
2012-06-02,PHX,0,0,0,0,0
2012-06-03,PHX,0,0,0,0,0
2012-06-04,PHX,0,0,0,0,0
2012-06-05,PHX,0,0,0,0,0
2012-06-06,PHX,0,0,0,0,0
2012-06-07,PHX,0,0,0,0,0
2012-06-08,PHX,0,0,0,0,0
2012-06-09,PHX,0,0,0,0,0
2012-06-10,PHX,0,0,0,0,0
2012-06-11,PHX,0,0,0,0,0
2012-06-12,PHX,0,0,0,0,0
2012-06-13,PHX,0,0,0,0,0
2012-06-14,PHX,0,0,0,0,0
2012-06-15,PHX,0,0,0,0,0
2012-06-16,PHX,0,0,0,0,0
2012-06-17,PHX,0,0,0,0,0
2012-06-18,PHX,0,0,0,0,0
2012-06-19,PHX,0,0,0,0,0
2012-06-20,PHX,0,0,0,0,0
2012-06-21,PHX,0,0,0,0,0
2012-06-22,PHX,0,0,0,0,0
2012-06-23,PHX,0,0,0,0,0
2012-06-24,PHX,0,0,0,0,0
2012-06-25,PHX,0,0,0,0,0
2012-06-26,PHX,0,0,0,0,0
2012-06-27,PHX,0,0,0,0,0
2012-06-28,PHX,0,0,0,0,0
2012-06-29,PHX,0,0,0,0,0
2012-06-30,PHX,0,0,0,0,0
2012-07-01,PHX,0,0,0,0,0
2012-07-02,PHX,0,1,0,0,0
2012-07-03,PHX,0,0,0,0,0
2012-07-04,PHX,0,1,0,0,0
2012-07-05,PHX,0,0,0,0,0
2012-07-06,PHX,0,0,0,0,0
2012-07-07,PHX,0,0,0,0,0
2012-07-08,PHX,0,0,0,0,0
2012-07-09,PHX,0,0,0,0,0
2012-07-10,PHX,0,0,0,0,0
2012-07-11,PHX,0,1,0,1,0
2012-07-12,PHX,0,1,0,1,0
2012-07-13,PHX,0,1,0,1,0
2012-07-14,PHX,0,1,0,1,0
2012-07-15,PHX,0,1,0,1,0
2012-07-16,PHX,0,0,0,0,0
2012-07-17,PHX,0,0,0,0,0
2012-07-18,PHX,0,0,0,0,0
2012-07-19,PHX,0,0,0,0,0
2012-07-20,PHX,0,0,0,0,0
2012-07-21,PHX,0,1,0,1,0
2012-07-22,PHX,0,0,0,0,0
2012-07-23,PHX,0,0,0,0,0
2012-07-24,PHX,0,0,0,0,0
2012-07-25,PHX,0,0,0,0,0
2012-07-26,PHX,0,0,0,0,0
2012-07-27,PHX,0,0,0,0,0
2012-07-28,PHX,0,1,0,0,0
2012-07-29,PHX,0,1,0,1,0
2012-07-30,PHX,0,0,0,0,0
2012-07-31,PHX,0,1,0,0,0
2012-08-01,PHX,0,0,0,0,0
2012-08-02,PHX,0,0,0,0,0
2012-08-03,PHX,0,0,0,0,0
2012-08-04,PHX,0,0,0,0,0
2012-08-05,PHX,0,1,0,0,0
2012-08-06,PHX,0,0,0,0,0
2012-08-07,PHX,0,0,0,0,0
2012-08-08,PHX,0,0,0,0,0
2012-08-09,PHX,0,0,0,0,0
2012-08-10,PHX,0,0,0,0,0
2012-08-11,PHX,0,0,0,0,0
2012-08-12,PHX,0,0,0,0,0
2012-08-13,PHX,0,0,0,0,0
2012-08-14,PHX,0,1,0,1,0
2012-08-15,PHX,0,1,0,0,0
2012-08-16,PHX,0,1,0,0,0
2012-08-17,PHX,0,1,0,1,0
2012-08-18,PHX,0,0,0,0,0
2012-08-19,PHX,0,0,0,0,0
2012-08-20,PHX,0,0,0,1,0
2012-08-21,PHX,0,1,0,1,0
2012-08-22,PHX,0,1,0,0,0
2012-08-23,PHX,0,1,0,1,0
2012-08-24,PHX,0,0,0,0,0
2012-08-25,PHX,0,0,0,0,0
2012-08-26,PHX,0,0,0,0,0
2012-08-27,PHX,0,0,0,0,0
2012-08-28,PHX,0,0,0,0,0
2012-08-29,PHX,0,1,0,0,0
2012-08-30,PHX,0,0,0,0,0
2012-08-31,PHX,0,0,0,0,0
2012-09-01,PHX,0,0,0,0,0
2012-09-02,PHX,0,0,0,0,0
2012-09-03,PHX,0,0,0,0,0
2012-09-04,PHX,0,0,0,1,0
2012-09-05,PHX,0,0,0,0,0
2012-09-06,PHX,0,0,0,0,0
2012-09-07,PHX,0,1,0,0,0
2012-09-08,PHX,0,0,0,0,0
2012-09-09,PHX,0,0,0,1,0
2012-09-10,PHX,0,1,0,1,0
2012-09-11,PHX,0,1,0,0,0
2012-09-12,PHX,0,0,0,0,0
2012-09-13,PHX,0,0,0,0,0
2012-09-14,PHX,0,0,0,0,0
2012-09-15,PHX,0,0,0,0,0
2012-09-16,PHX,0,0,0,0,0
2012-09-17,PHX,0,0,0,0,0
2012-09-18,PHX,0,0,0,0,0
2012-09-19,PHX,0,0,0,0,0
2012-09-20,PHX,0,0,0,0,0
2012-09-21,PHX,0,0,0,0,0
2012-09-22,PHX,0,0,0,0,0
2012-09-23,PHX,0,0,0,0,0
2012-09-24,PHX,0,0,0,0,0
2012-09-25,PHX,0,0,0,0,0
2012-09-26,PHX,0,0,0,0,0
2012-09-27,PHX,0,0,0,0,0
2012-09-28,PHX,0,0,0,0,0
2012-09-29,PHX,0,0,0,0,0
2012-09-30,PHX,0,0,0,0,0
2012-10-01,PHX,0,0,0,0,0
2012-10-02,PHX,0,0,0,0,0
2012-10-03,PHX,0,0,0,0,0
2012-10-04,PHX,0,0,0,0,0
2012-10-05,PHX,0,0,0,0,0
2012-10-06,PHX,0,0,0,0,0
2012-10-07,PHX,0,0,0,0,0
2012-10-08,PHX,0,0,0,0,0
2012-10-09,PHX,0,0,0,0,0
2012-10-10,PHX,0,0,0,0,0
2012-10-11,PHX,0,0,0,1,0
2012-10-12,PHX,0,1,0,0,0
2012-10-13,PHX,0,0,0,0,0
2012-10-14,PHX,0,0,0,0,0
2012-10-15,PHX,0,0,0,0,0
2012-10-16,PHX,0,0,0,0,0
2012-10-17,PHX,0,0,0,0,0
2012-10-18,PHX,0,0,0,0,0
2012-10-19,PHX,0,0,0,0,0
2012-10-20,PHX,0,0,0,0,0
2012-10-21,PHX,0,0,0,0,0
2012-10-22,PHX,0,0,0,0,0
2012-10-23,PHX,0,0,0,0,0
2012-10-24,PHX,0,0,0,0,0
2012-10-25,PHX,0,0,0,0,0
2012-10-26,PHX,0,0,0,0,0
2012-10-27,PHX,0,0,0,0,0
2012-10-28,PHX,0,0,0,0,0
2012-10-29,PHX,0,0,0,0,0
2012-10-30,PHX,0,0,0,0,0
2012-10-31,PHX,0,0,0,0,0
2012-11-01,PHX,0,0,0,0,0
2012-11-02,PHX,0,0,0,0,0
2012-11-03,PHX,0,0,0,0,0
2012-11-04,PHX,0,0,0,0,0
2012-11-05,PHX,0,0,0,0,0
2012-11-06,PHX,0,0,0,0,0
2012-11-07,PHX,0,0,0,0,0
2012-11-08,PHX,0,1,0,0,0
2012-11-09,PHX,0,0,0,0,0
2012-11-10,PHX,0,0,0,0,0
2012-11-11,PHX,0,0,0,0,0
2012-11-12,PHX,0,0,0,0,0
2012-11-13,PHX,0,0,0,0,0
2012-11-14,PHX,0,0,0,0,0
2012-11-15,PHX,0,0,0,0,0
2012-11-16,PHX,0,0,0,0,0
2012-11-17,PHX,0,0,0,0,0
2012-11-18,PHX,0,0,0,0,0
2012-11-19,PHX,0,0,0,0,0
2012-11-20,PHX,0,0,0,0,0
2012-11-21,PHX,0,0,0,0,0
2012-11-22,PHX,0,0,0,0,0
2012-11-23,PHX,0,0,0,0,0
2012-11-24,PHX,0,0,0,0,0
2012-11-25,PHX,0,0,0,0,0
2012-11-26,PHX,0,0,0,0,0
2012-11-27,PHX,0,0,0,0,0
2012-11-28,PHX,0,0,0,0,0
2012-11-29,PHX,0,0,0,0,0
2012-11-30,PHX,0,0,0,0,0
2012-12-01,PHX,0,0,0,0,0
2012-12-02,PHX,0,0,0,0,0
2012-12-03,PHX,0,0,0,0,0
2012-12-04,PHX,0,0,0,0,0
2012-12-05,PHX,0,0,0,0,0
2012-12-06,PHX,0,0,0,0,0
2012-12-07,PHX,0,0,0,0,0
2012-12-08,PHX,0,0,0,0,0
2012-12-09,PHX,0,0,0,0,0
2012-12-10,PHX,0,0,0,0,0
2012-12-11,PHX,0,0,0,0,0
2012-12-12,PHX,0,0,0,0,0
2012-12-13,PHX,0,1,0,0,0
2012-12-14,PHX,0,1,0,1,0
2012-12-15,PHX,0,1,0,0,0
2012-12-16,PHX,0,0,0,0,0
2012-12-17,PHX,0,0,0,0,0
2012-12-18,PHX,0,1,0,0,0
2012-12-19,PHX,0,1,0,0,0
2012-12-20,PHX,0,0,0,0,0
2012-12-21,PHX,0,0,0,0,0
2012-12-22,PHX,0,0,0,0,0
2012-12-23,PHX,0,0,0,0,0
2012-12-24,PHX,0,0,0,0,0
2012-12-25,PHX,0,0,0,0,0
2012-12-26,PHX,0,0,0,0,0
2012-12-27,PHX,0,0,0,0,0
2012-12-28,PHX,0,0,0,0,0
2012-12-29,PHX,0,0,0,0,0
2012-12-30,PHX,0,1,0,0,0
2012-12-31,PHX,0,0,0,0,0
2012-01-01,IAH,0,0,0,0,0
2012-01-02,IAH,0,0,0,0,0
2012-01-03,IAH,0,0,0,0,0
2012-01-04,IAH,1,0,0,0,0
2012-01-05,IAH,0,0,0,0,0
2012-01-06,IAH,1,0,0,0,0
2012-01-07,IAH,1,0,0,0,0
2012-01-08,IAH,0,1,0,0,0
2012-01-09,IAH,0,1,0,1,0
2012-01-10,IAH,0,1,0,0,0
2012-01-11,IAH,0,0,0,0,0
2012-01-12,IAH,0,0,0,0,0
2012-01-13,IAH,0,0,0,0,0
2012-01-14,IAH,0,0,0,0,0
2012-01-15,IAH,0,0,0,0,0
2012-01-16,IAH,0,1,0,0,0
2012-01-17,IAH,0,1,0,0,0
2012-01-18,IAH,0,0,0,0,0
2012-01-19,IAH,0,0,0,0,0
