DateOfDeparture,Departure,Arrival,Mean_Temp
2012-08-23,ORD,LAS,24.132408
2012-08-23,ORD,LAX,30.215288
2012-08-23,ORD,LGA,35.814232
2012-08-23,ORD,MSP,32.852248
2012-08-23,ORD,PHL,28.726752
2012-08-23,ORD,PHX,23.727712
2012-08-23,ORD,SEA,26.468344
2012-08-23,ORD,SFO,31.351576
2012-08-23,PHL,ATL,30.56184
2012-08-23,PHL,BOS,27.49436
2012-08-23,PHL,DFW,26.232752
2012-08-23,PHL,MCO,25.627528
2012-08-23,PHL,ORD,31.1246
2012-08-23,PHX,DEN,25.127344
2012-08-23,PHX,ORD,21.898736
2012-08-23,SEA,DEN,27.340624
2012-08-23,SEA,LAX,29.692808
2012-08-23,SEA,ORD,26.354832
2012-08-23,SEA,SFO,27.68268
2012-08-23,SFO,ATL,26.034072
2012-08-23,SFO,BOS,26.663744
2012-08-23,SFO,DEN,27.356848
2012-08-23,SFO,DFW,26.435808
2012-08-23,SFO,EWR,27.023456
2012-08-23,SFO,JFK,32.349536
2012-08-23,SFO,LAS,26.187376
2012-08-23,SFO,LAX,32.717008
2012-08-23,SFO,ORD,32.63096
2012-08-23,SFO,SEA,28.969048
2012-08-24,ATL,BOS,27.454096
2012-08-24,ATL,CLT,22.849072
2012-08-24,ATL,DEN,26.710872
2012-08-24,ATL,DFW,29.93236
2012-08-24,ATL,DTW,26.371216
2012-08-24,ATL,EWR,24.362392
2012-08-24,ATL,LAX,28.147096
2012-08-24,ATL,LGA,31.697512
2012-08-24,ATL,MCO,28.480728
2012-08-24,ATL,MIA,24.039432
2012-08-24,ATL,MSP,24.98216
2012-08-24,ATL,ORD,30.36152
2012-08-24,ATL,PHL,28.399496
2012-08-24,ATL,SFO,24.074592
2012-08-24,BOS,ATL,29.43928
2012-08-24,BOS,EWR,24.676504
2012-08-24,BOS,LAX,26.519184
2012-08-24,BOS,LGA,26.558792
2012-08-24,BOS,ORD,29.59528
2012-08-24,BOS,PHL,25.18772
2012-08-24,BOS,SFO,27.586664
2012-08-24,CLT,ATL,22.860296
2012-08-24,CLT,LGA,26.17092
2012-08-24,DEN,ATL,24.874472
2012-08-24,DEN,DFW,28.30228
2012-08-24,DEN,LAS,28.327736
2012-08-24,DEN,LAX,24.671448
2012-08-24,DEN,MSP,25.426944
2012-08-24,DEN,ORD,25.499096
2012-08-24,DEN,PHX,23.14216
2012-08-24,DEN,SEA,24.372848
2012-08-24,DEN,SFO,25.277224
2012-08-24,DFW,ATL,30.33448
2012-08-24,DFW,BOS,23.427584
2012-08-24,DFW,DEN,27.443848
2012-08-24,DFW,LAS,24.789312
2012-08-24,DFW,LAX,29.63272
2012-08-24,DFW,LGA,25.950512
2012-08-24,DFW,ORD,32.156272
2012-08-24,DFW,PHL,23.355016
2012-08-24,DFW,SFO,25.210136
2012-08-24,DTW,ATL,26.494864
2012-08-24,DTW,LGA,27.794496
2012-08-24,DTW,ORD,25.861704
2012-08-24,EWR,ATL,26.427376
2012-08-24,EWR,BOS,23.897704
2012-08-24,EWR,LAX,23.993904
2012-08-24,EWR,MCO,25.68372
2012-08-24,EWR,ORD,27.52628
2012-08-24,EWR,SFO,26.022032
2012-08-24,IAH,LAX,24.129408
2012-08-24,IAH,ORD,25.761376
2012-08-24,JFK,LAS,23.799608
2012-08-24,JFK,LAX,34.897576
2012-08-24,JFK,MCO,24.776792
2012-08-24,JFK,MIA,23.982712
2012-08-24,JFK,SFO,32.177272
2012-08-24,LAS,DEN,26.151512
2012-08-24,LAS,DFW,22.595392
2012-08-24,LAS,JFK,26.3564
2012-08-24,LAS,LAX,29.401864
2012-08-24,LAS,ORD,24.933848
2012-08-24,LAS,SFO,28.884248
2012-08-24,LAX,ATL,29.995624
2012-08-24,LAX,BOS,28.136496
2012-08-24,LAX,DEN,27.26708
2012-08-24,LAX,DFW,30.074616
2012-08-24,LAX,EWR,25.017224
2012-08-24,LAX,IAH,28.250672
2012-08-24,LAX,JFK,36.58224
2012-08-24,LAX,LAS,28.54424
2012-08-24,LAX,ORD,33.502784
2012-08-24,LAX,SEA,26.50756
2012-08-24,LAX,SFO,35.127208
2012-08-24,LGA,ATL,30.842184
2012-08-24,LGA,BOS,26.484112
2012-08-24,LGA,CLT,28.775632
2012-08-24,LGA,DFW,25.484368
2012-08-24,LGA,DTW,26.25544
2012-08-24,LGA,MIA,28.318392
2012-08-24,LGA,ORD,35.72512
2012-08-24,MCO,ATL,30.008056
2012-08-24,MCO,EWR,25.90228
2012-08-24,MCO,PHL,25.768072
2012-08-24,MIA,ATL,24.783056
2012-08-24,MIA,JFK,22.069168
2012-08-24,MIA,LGA,26.5094
2012-08-24,MSP,ATL,25.412144
2012-08-24,MSP,DEN,25.39492
2012-08-24,MSP,ORD,32.999728
2012-08-24,ORD,ATL,29.797808
2012-08-24,ORD,BOS,31.884432
2012-08-24,ORD,DEN,27.282928
2012-08-24,ORD,DFW,32.245928
2012-08-24,ORD,DTW,27.077016
2012-08-24,ORD,EWR,28.867832
2012-08-24,ORD,IAH,23.754624
2012-08-24,ORD,LAS,23.34656
2012-08-24,ORD,LAX,29.036312
2012-08-24,ORD,LGA,35.161568
2012-08-24,ORD,MSP,30.643504
2012-08-24,ORD,PHL,28.738544
2012-08-24,ORD,PHX,24.55712
2012-08-24,ORD,SEA,26.43664
2012-08-24,ORD,SFO,31.037384
2012-08-24,PHL,ATL,30.16772
2012-08-24,PHL,BOS,23.28644
2012-08-24,PHL,DFW,23.513064
2012-08-24,PHL,MCO,22.726
2012-08-24,PHL,ORD,28.549472
2012-08-24,PHX,DEN,26.6352
2012-08-24,PHX,ORD,22.271992
2012-08-24,SEA,DEN,27.301224
2012-08-24,SEA,LAX,28.689592
2012-08-24,SEA,ORD,25.900976
2012-08-24,SEA,SFO,27.758976
2012-08-24,SFO,ATL,26.329832
2012-08-24,SFO,BOS,29.086848
2012-08-24,SFO,DEN,28.080144
2012-08-24,SFO,DFW,27.77064
2012-08-24,SFO,EWR,28.98032
2012-08-24,SFO,JFK,31.492664
2012-08-24,SFO,LAS,27.441064
2012-08-24,SFO,LAX,32.91208
2012-08-24,SFO,ORD,30.850376
2012-08-24,SFO,SEA,28.415376
2012-08-25,ATL,BOS,22.972392
2012-08-25,ATL,CLT,17.85696
2012-08-25,ATL,DEN,21.638776
2012-08-25,ATL,DFW,23.101264
2012-08-25,ATL,DTW,22.048592
2012-08-25,ATL,EWR,20.119016
2012-08-25,ATL,LAX,23.959128
2012-08-25,ATL,LGA,29.269072
2012-08-25,ATL,MCO,24.783168
2012-08-25,ATL,MIA,20.154776
2012-08-25,ATL,MSP,21.060072
2012-08-25,ATL,ORD,20.672352
2012-08-25,ATL,PHL,22.210648
2012-08-25,ATL,SFO,23.087896
2012-08-25,BOS,ATL,20.61468
2012-08-25,BOS,EWR,14.552216
2012-08-25,BOS,LAX,26.140696
2012-08-25,BOS,LGA,7.389064
2012-08-25,BOS,ORD,21.870064
2012-08-25,BOS,PHL,12.690328
2012-08-25,BOS,SFO,23.94752
2012-08-25,CLT,ATL,12.924344
2012-08-25,CLT,LGA,19.252872
2012-08-25,DEN,ATL,19.647792
2012-08-25,DEN,DFW,23.224816
2012-08-25,DEN,LAS,21.011632
2012-08-25,DEN,LAX,22.553832
2012-08-25,DEN,MSP,21.747464
2012-08-25,DEN,ORD,23.323952
2012-08-25,DEN,PHX,16.50064
2012-08-25,DEN,SEA,21.80184
2012-08-25,DEN,SFO,21.28372
2012-08-25,DFW,ATL,19.560224
2012-08-25,DFW,BOS,16.037096
2012-08-25,DFW,DEN,21.851928
2012-08-25,DFW,LAS,17.417016
2012-08-25,DFW,LAX,24.340128
2012-08-25,DFW,LGA,22.311896
2012-08-25,DFW,ORD,23.015296
2012-08-25,DFW,PHL,14.93664
2012-08-25,DFW,SFO,22.095448
2012-08-25,DTW,ATL,19.589448
2012-08-25,DTW,LGA,18.676296
2012-08-25,DTW,ORD,18.157824
2012-08-25,EWR,ATL,19.905664
2012-08-25,EWR,BOS,14.928504
2012-08-25,EWR,LAX,20.448336
2012-08-25,EWR,MCO,23.214224
2012-08-25,EWR,ORD,19.926888
2012-08-25,EWR,SFO,21.497576
2012-08-25,IAH,LAX,21.562472
2012-08-25,IAH,ORD,17.681872
2012-08-25,JFK,LAS,22.93168
2012-08-25,JFK,LAX,33.775872
2012-08-25,JFK,MCO,25.418104
2012-08-25,JFK,MIA,23.198144
2012-08-25,JFK,SFO,27.96004
2012-08-25,LAS,DEN,17.036448
2012-08-25,LAS,DFW,19.600192
2012-08-25,LAS,JFK,25.336192
2012-08-25,LAS,LAX,28.228032
2012-08-25,LAS,ORD,20.881704
2012-08-25,LAS,SFO,23.420008
2012-08-25,LAX,ATL,22.88208
2012-08-25,LAX,BOS,23.579576
2012-08-25,LAX,DEN,24.49236
2012-08-25,LAX,DFW,25.301912
2012-08-25,LAX,EWR,24.848712
2012-08-25,LAX,IAH,24.508808
2012-08-25,LAX,JFK,31.988232
2012-08-25,LAX,LAS,27.99204
2012-08-25,LAX,ORD,28.35128
2012-08-25,LAX,SEA,22.385816
2012-08-25,LAX,SFO,30.257744
2012-08-25,LGA,ATL,27.485776
2012-08-25,LGA,BOS,7.922328
2012-08-25,LGA,CLT,20.382664
2012-08-25,LGA,DFW,21.573632
2012-08-25,LGA,DTW,22.531864
2012-08-25,LGA,MIA,21.573424
2012-08-25,LGA,ORD,27.554296
2012-08-25,MCO,ATL,24.324
2012-08-25,MCO,EWR,24.74264
2012-08-25,MCO,PHL,25.039216
2012-08-25,MIA,ATL,22.208048
2012-08-25,MIA,JFK,22.755328
2012-08-25,MIA,LGA,25.395152
2012-08-25,MSP,ATL,20.063112
2012-08-25,MSP,DEN,16.971656
2012-08-25,MSP,ORD,22.877584
2012-08-25,ORD,ATL,20.181616
2012-08-25,ORD,BOS,23.917248
2012-08-25,ORD,DEN,24.8262
2012-08-25,ORD,DFW,24.989192
2012-08-25,ORD,DTW,19.336664
2012-08-25,ORD,EWR,22.152088
2012-08-25,ORD,IAH,18.580888
2012-08-25,ORD,LAS,21.065608
2012-08-25,ORD,LAX,25.976008
2012-08-25,ORD,LGA,28.818352
2012-08-25,ORD,MSP,22.226272
2012-08-25,ORD,PHL,20.947144
2012-08-25,ORD,PHX,17.24272
2012-08-25,ORD,SEA,22.50032
2012-08-25,ORD,SFO,27.334112
2012-08-25,PHL,ATL,18.642152
2012-08-25,PHL,BOS,12.282984
2012-08-25,PHL,DFW,14.302512
2012-08-25,PHL,MCO,22.138136
2012-08-25,PHL,ORD,21.840976
2012-08-25,PHX,DEN,17.886224
2012-08-25,PHX,ORD,16.639064
2012-08-25,SEA,DEN,21.040888
2012-08-25,SEA,LAX,26.000224
2012-08-25,SEA,ORD,22.019552
2012-08-25,SEA,SFO,25.494784
2012-08-25,SFO,ATL,22.706152
2012-08-25,SFO,BOS,23.745824
2012-08-25,SFO,DEN,23.663472
2012-08-25,SFO,DFW,21.110696
2012-08-25,SFO,EWR,23.280872
2012-08-25,SFO,JFK,28.211904
2012-08-25,SFO,LAS,26.724064
2012-08-25,SFO,LAX,30.18884
2012-08-25,SFO,ORD,25.57188
2012-08-25,SFO,SEA,21.561656
2012-08-26,ATL,BOS,27.551256
2012-08-26,ATL,CLT,21.158864
2012-08-26,ATL,DEN,23.807824
2012-08-26,ATL,DFW,29.721576
2012-08-26,ATL,DTW,23.9338
2012-08-26,ATL,EWR,23.197568
2012-08-26,ATL,LAX,27.826304
2012-08-26,ATL,LGA,29.099872
2012-08-26,ATL,MCO,24.718088
2012-08-26,ATL,MIA,23.871288
2012-08-26,ATL,MSP,24.623928
2012-08-26,ATL,ORD,25.343696
2012-08-26,ATL,PHL,23.444952
2012-08-26,ATL,SFO,27.481272
2012-08-26,BOS,ATL,23.08844
2012-08-26,BOS,EWR,18.662776
2012-08-26,BOS,LAX,25.267656
2012-08-26,BOS,LGA,17.106032
2012-08-26,BOS,ORD,28.317064
2012-08-26,BOS,PHL,17.9518
2012-08-26,BOS,SFO,30.910456
2012-08-26,CLT,ATL,22.292432
2012-08-26,CLT,LGA,26.453496
2012-08-26,DEN,ATL,23.3842
2012-08-26,DEN,DFW,27.28376
2012-08-26,DEN,LAS,19.404536
2012-08-26,DEN,LAX,24.989504
2012-08-26,DEN,MSP,24.935248
2012-08-26,DEN,ORD,25.928104
2012-08-26,DEN,PHX,22.80308
2012-08-26,DEN,SEA,22.645888
2012-08-26,DEN,SFO,27.594512
2012-08-26,DFW,ATL,25.348992
2012-08-26,DFW,BOS,21.372104
2012-08-26,DFW,DEN,26.120976
2012-08-26,DFW,LAS,19.830624
2012-08-26,DFW,LAX,25.521712
2012-08-26,DFW,LGA,25.058928
2012-08-26,DFW,ORD,26.923288
2012-08-26,DFW,PHL,23.803824
2012-08-26,DFW,SFO,25.320752
2012-08-26,DTW,ATL,25.04864
2012-08-26,DTW,LGA,23.76496
2012-08-26,DTW,ORD,21.432432
2012-08-26,EWR,ATL,22.023104
2012-08-26,EWR,BOS,19.184272
2012-08-26,EWR,LAX,24.398296
2012-08-26,EWR,MCO,25.129344
2012-08-26,EWR,ORD,22.838464
2012-08-26,EWR,SFO,28.6936
2012-08-26,IAH,LAX,21.827504
2012-08-26,IAH,ORD,22.620216
2012-08-26,JFK,LAS,26.009576
2012-08-26,JFK,LAX,34.926064
2012-08-26,JFK,MCO,25.881248
2012-08-26,JFK,MIA,22.36856
2012-08-26,JFK,SFO,32.14464
2012-08-26,LAS,DEN,28.68796
2012-08-26,LAS,DFW,24.9246
2012-08-26,LAS,JFK,27.412696
2012-08-26,LAS,LAX,27.728192
2012-08-26,LAS,ORD,25.479008
2012-08-26,LAS,SFO,28.70864
2012-08-26,LAX,ATL,27.316112
2012-08-26,LAX,BOS,29.575312
2012-08-26,LAX,DEN,27.14208
2012-08-26,LAX,DFW,30.715328
2012-08-26,LAX,EWR,24.833888
2012-08-26,LAX,IAH,26.524264
2012-08-26,LAX,JFK,36.656552
2012-08-26,LAX,LAS,28.745984
2012-08-26,LAX,ORD,30.828792
2012-08-26,LAX,SEA,26.21664
2012-08-26,LAX,SFO,34.486568
2012-08-26,LGA,ATL,29.811592
2012-08-26,LGA,BOS,16.668744
2012-08-26,LGA,CLT,24.989456
2012-08-26,LGA,DFW,27.96712
2012-08-26,LGA,DTW,24.158208
2012-08-26,LGA,MIA,22.530568
2012-08-26,LGA,ORD,30.78692
2012-08-26,MCO,ATL,27.68688
2012-08-26,MCO,EWR,27.029176
2012-08-26,MCO,PHL,24.11332
2012-08-26,MIA,ATL,22.835992
2012-08-26,MIA,JFK,22.945064
2012-08-26,MIA,LGA,27.93516
2012-08-26,MSP,ATL,25.017136
2012-08-26,MSP,DEN,23.268032
2012-08-26,MSP,ORD,27.172256
2012-08-26,ORD,ATL,24.573528
2012-08-26,ORD,BOS,28.662528
2012-08-26,ORD,DEN,26.90604
2012-08-26,ORD,DFW,32.576768
2012-08-26,ORD,DTW,24.75332
2012-08-26,ORD,EWR,26.310984
2012-08-26,ORD,IAH,24.966856
2012-08-26,ORD,LAS,21.114328
2012-08-26,ORD,LAX,30.973136
2012-08-26,ORD,LGA,34.089208
2012-08-26,ORD,MSP,28.547584
2012-08-26,ORD,PHL,26.252408
2012-08-26,ORD,PHX,22.706408
2012-08-26,ORD,SEA,26.636168
2012-08-26,ORD,SFO,28.421824
2012-08-26,PHL,ATL,25.731696
2012-08-26,PHL,BOS,20.628248
2012-08-26,PHL,DFW,23.10148
2012-08-26,PHL,MCO,23.152496
2012-08-26,PHL,ORD,26.597496
2012-08-26,PHX,DEN,20.544056
2012-08-26,PHX,ORD,22.367016
2012-08-26,SEA,DEN,26.502536
2012-08-26,SEA,LAX,26.496744
2012-08-26,SEA,ORD,26.66576
2012-08-26,SEA,SFO,27.620856
2012-08-26,SFO,ATL,24.297104
2012-08-26,SFO,BOS,26.260608
2012-08-26,SFO,DEN,26.79356
2012-08-26,SFO,DFW,27.249664
2012-08-26,SFO,EWR,24.823784
2012-08-26,SFO,JFK,33.208192
2012-08-26,SFO,LAS,23.82724
2012-08-26,SFO,LAX,32.392608
2012-08-26,SFO,ORD,31.641784
2012-08-26,SFO,SEA,24.452664
2012-08-27,ATL,BOS,28.2614
2012-08-27,ATL,CLT,25.88872
2012-08-27,ATL,DEN,25.743616
2012-08-27,ATL,DFW,33.161136
2012-08-27,ATL,DTW,27.273864
2012-08-27,ATL,EWR,29.007728
2012-08-27,ATL,LAX,29.019496
2012-08-27,ATL,LGA,32.77728
2012-08-27,ATL,MCO,26.506944
2012-08-27,ATL,MIA,25.510656
2012-08-27,ATL,MSP,26.610016
2012-08-27,ATL,ORD,29.828472
2012-08-27,ATL,PHL,31.703064
2012-08-27,ATL,SFO,25.244392
2012-08-27,BOS,ATL,26.376168
2012-08-27,BOS,EWR,25.684056
2012-08-27,BOS,LAX,27.462016
2012-08-27,BOS,LGA,29.673664
2012-08-27,BOS,ORD,32.288312
2012-08-27,BOS,PHL,26.603448
2012-08-27,BOS,SFO,29.843976
2012-08-27,CLT,ATL,26.39916
2012-08-27,CLT,LGA,29.647328
2012-08-27,DEN,ATL,26.560392
2012-08-27,DEN,DFW,30.695552
2012-08-27,DEN,LAS,21.704896
2012-08-27,DEN,LAX,28.114864
2012-08-27,DEN,MSP,27.146352
2012-08-27,DEN,ORD,27.987608
2012-08-27,DEN,PHX,24.976752
2012-08-27,DEN,SEA,26.270776
2012-08-27,DEN,SFO,29.333064
2012-08-27,DFW,ATL,28.829376
2012-08-27,DFW,BOS,25.38472
2012-08-27,DFW,DEN,28.873448
2012-08-27,DFW,LAS,21.818112
2012-08-27,DFW,LAX,31.861736
2012-08-27,DFW,LGA,28.640544
2012-08-27,DFW,ORD,31.7342
2012-08-27,DFW,PHL,26.181632
2012-08-27,DFW,SFO,27.229352
2012-08-27,DTW,ATL,27.54076
2012-08-27,DTW,LGA,24.803848
2012-08-27,DTW,ORD,24.930744
2012-08-27,EWR,ATL,27.13164
2012-08-27,EWR,BOS,27.718256
2012-08-27,EWR,LAX,27.404392
2012-08-27,EWR,MCO,23.202016
2012-08-27,EWR,ORD,28.779288
2012-08-27,EWR,SFO,24.862432
2012-08-27,IAH,LAX,22.421104
2012-08-27,IAH,ORD,27.659944
2012-08-27,JFK,LAS,26.155408
2012-08-27,JFK,LAX,36.248616
2012-08-27,JFK,MCO,21.917376
2012-08-27,JFK,MIA,23.464352
2012-08-27,JFK,SFO,34.187448
2012-08-27,LAS,DEN,22.404664
2012-08-27,LAS,DFW,22.282032
2012-08-27,LAS,JFK,25.156016
2012-08-27,LAS,LAX,29.54504
2012-08-27,LAS,ORD,24.84828
2012-08-27,LAS,SFO,26.831656
2012-08-27,LAX,ATL,25.438184
2012-08-27,LAX,BOS,28.806912
2012-08-27,LAX,DEN,27.07956
2012-08-27,LAX,DFW,29.368152
2012-08-27,LAX,EWR,25.257784
2012-08-27,LAX,IAH,23.06
2012-08-27,LAX,JFK,36.205032
2012-08-27,LAX,LAS,24.632392
2012-08-27,LAX,ORD,31.796912
2012-08-27,LAX,SEA,28.1558
2012-08-27,LAX,SFO,32.407104
2012-08-27,LGA,ATL,33.148352
2012-08-27,LGA,BOS,29.161344
2012-08-27,LGA,CLT,26.812136
2012-08-27,LGA,DFW,27.94328
2012-08-27,LGA,DTW,26.057496
2012-08-27,LGA,MIA,24.350256
2012-08-27,LGA,ORD,34.315808
2012-08-27,MCO,ATL,27.658032
2012-08-27,MCO,EWR,24.650408
2012-08-27,MCO,PHL,25.479568
2012-08-27,MIA,ATL,24.222984
2012-08-27,MIA,JFK,24.023488
2012-08-27,MIA,LGA,26.26504
2012-08-27,MSP,ATL,24.6142
2012-08-27,MSP,DEN,28.771984
2012-08-27,MSP,ORD,32.458856
2012-08-27,ORD,ATL,28.869328
2012-08-27,ORD,BOS,31.04764
2012-08-27,ORD,DEN,25.30648
2012-08-27,ORD,DFW,33.310536
2012-08-27,ORD,DTW,29.879936
2012-08-27,ORD,EWR,27.655576
2012-08-27,ORD,IAH,25.264816
2012-08-27,ORD,LAS,21.903488
2012-08-27,ORD,LAX,33.687344
2012-08-27,ORD,LGA,39.068784
2012-08-27,ORD,MSP,31.614552
2012-08-27,ORD,PHL,31.33872
2012-08-27,ORD,PHX,24.036312
2012-08-27,ORD,SEA,26.018104
2012-08-27,ORD,SFO,33.663232
2012-08-27,PHL,ATL,28.778408
2012-08-27,PHL,BOS,27.47512
2012-08-27,PHL,DFW,24.644528
2012-08-27,PHL,MCO,20.864704
2012-08-27,PHL,ORD,28.455624
2012-08-27,PHX,DEN,27.750472
2012-08-27,PHX,ORD,20.70204
2012-08-27,SEA,DEN,27.996688
2012-08-27,SEA,LAX,29.186376
2012-08-27,SEA,ORD,25.791272
2012-08-27,SEA,SFO,25.880344
2012-08-27,SFO,ATL,25.455528
2012-08-27,SFO,BOS,28.076624
2012-08-27,SFO,DEN,24.921544
2012-08-27,SFO,DFW,27.790448
2012-08-27,SFO,EWR,26.687912
2012-08-27,SFO,JFK,33.595352
2012-08-27,SFO,LAS,25.64824
2012-08-27,SFO,LAX,35.244744
2012-08-27,SFO,ORD,31.097872
2012-08-27,SFO,SEA,29.794208
2012-08-28,ATL,BOS,28.518264
2012-08-28,ATL,CLT,26.0466
2012-08-28,ATL,DEN,25.586048
2012-08-28,ATL,DFW,30.843416
2012-08-28,ATL,DTW,26.470632
2012-08-28,ATL,EWR,27.538064
2012-08-28,ATL,LAX,24.921208
2012-08-28,ATL,LGA,30.837104
2012-08-28,ATL,MCO,24.381344
2012-08-28,ATL,MIA,23.635336
2012-08-28,ATL,MSP,25.157944
2012-08-28,ATL,ORD,27.73228
2012-08-28,ATL,PHL,28.081368
2012-08-28,ATL,SFO,23.17
2012-08-28,BOS,ATL,27.124704
2012-08-28,BOS,EWR,26.671872
2012-08-28,BOS,LAX,24.55712
2012-08-28,BOS,LGA,31.69728
2012-08-28,BOS,ORD,29.76916
2012-08-28,BOS,PHL,25.830032
2012-08-28,BOS,SFO,22.699504
2012-08-28,CLT,ATL,25.638568
2012-08-28,CLT,LGA,27.626792
2012-08-28,DEN,ATL,24.854296
2012-08-28,DEN,DFW,25.114992
2012-08-28,DEN,LAS,21.67292
2012-08-28,DEN,LAX,25.046456
2012-08-28,DEN,MSP,26.160784
2012-08-28,DEN,ORD,27.411704
2012-08-28,DEN,PHX,23.782256
2012-08-28,DEN,SEA,27.033168
2012-08-28,DEN,SFO,26.837264
2012-08-28,DFW,ATL,26.01408
2012-08-28,DFW,BOS,25.1976
2012-08-28,DFW,DEN,28.5518
2012-08-28,DFW,LAS,19.981432
2012-08-28,DFW,LAX,29.255216
2012-08-28,DFW,LGA,28.061936
2012-08-28,DFW,ORD,29.781888
2012-08-28,DFW,PHL,24.743936
2012-08-28,DFW,SFO,25.756176
2012-08-28,DTW,ATL,22.700288
2012-08-28,DTW,LGA,26.192264
2012-08-28,DTW,ORD,28.610248
2012-08-28,EWR,ATL,23.655864
2012-08-28,EWR,BOS,27.762496
2012-08-28,EWR,LAX,22.843784
2012-08-28,EWR,MCO,19.5436
2012-08-28,EWR,ORD,27.255088
2012-08-28,EWR,SFO,21.101408
2012-08-28,IAH,LAX,22.926384
2012-08-28,IAH,ORD,24.543392
2012-08-28,JFK,LAS,21.936048
2012-08-28,JFK,LAX,34.52124
2012-08-28,JFK,MCO,22.956256
2012-08-28,JFK,MIA,22.317224
2012-08-28,JFK,SFO,28.995336
2012-08-28,LAS,DEN,23.304728
2012-08-28,LAS,DFW,21.839648
2012-08-28,LAS,JFK,22.436712
2012-08-28,LAS,LAX,27.338368
2012-08-28,LAS,ORD,21.201984
2012-08-28,LAS,SFO,25.319688
2012-08-28,LAX,ATL,26.608264
2012-08-28,LAX,BOS,26.02076
2012-08-28,LAX,DEN,26.40096
2012-08-28,LAX,DFW,28.449608
2012-08-28,LAX,EWR,26.55544
2012-08-28,LAX,IAH,23.097784
2012-08-28,LAX,JFK,35.235592
2012-08-28,LAX,LAS,26.568744
2012-08-28,LAX,ORD,30.29136
2012-08-28,LAX,SEA,25.76912
2012-08-28,LAX,SFO,33.854248
2012-08-28,LGA,ATL,30.53828
2012-08-28,LGA,BOS,30.685952
2012-08-28,LGA,CLT,28.431544
2012-08-28,LGA,DFW,25.911544
2012-08-28,LGA,DTW,23.888
2012-08-28,LGA,MIA,25.365496
2012-08-28,LGA,ORD,36.590112
2012-08-28,MCO,ATL,26.648952
2012-08-28,MCO,EWR,24.499464
2012-08-28,MCO,PHL,22.385232
2012-08-28,MIA,ATL,21.574472
2012-08-28,MIA,JFK,25.05904
2012-08-28,MIA,LGA,26.662336
2012-08-28,MSP,ATL,26.419768
2012-08-28,MSP,DEN,24.91736
2012-08-28,MSP,ORD,31.281528
2012-08-28,ORD,ATL,28.630296
2012-08-28,ORD,BOS,28.992816
2012-08-28,ORD,DEN,27.902888
2012-08-28,ORD,DFW,30.144576
2012-08-28,ORD,DTW,28.603936
2012-08-28,ORD,EWR,29.621768
2012-08-28,ORD,IAH,26.325488
2012-08-28,ORD,LAS,21.628744
2012-08-28,ORD,LAX,27.91028
2012-08-28,ORD,LGA,37.69852
2012-08-28,ORD,MSP,33.959016
2012-08-28,ORD,PHL,31.33628
2012-08-28,ORD,PHX,24.3254
2012-08-28,ORD,SEA,25.129584
2012-08-28,ORD,SFO,28.95876
2012-08-28,PHL,ATL,25.259136
2012-08-28,PHL,BOS,25.999944
2012-08-28,PHL,DFW,24.708464
2012-08-28,PHL,MCO,18.177816
2012-08-28,PHL,ORD,27.07864
2012-08-28,PHX,DEN,26.445048
2012-08-28,PHX,ORD,22.29332
2012-08-28,SEA,DEN,26.566256
2012-08-28,SEA,LAX,28.72008
2012-08-28,SEA,ORD,26.751024
2012-08-28,SEA,SFO,26.632616
2012-08-28,SFO,ATL,24.060576
2012-08-28,SFO,BOS,27.256864
2012-08-28,SFO,DEN,28.489456
2012-08-28,SFO,DFW,27.255832
2012-08-28,SFO,EWR,25.381328
2012-08-28,SFO,JFK,30.815416
2012-08-28,SFO,LAS,23.782856
2012-08-28,SFO,LAX,32.02452
2012-08-28,SFO,ORD,30.207536
2012-08-28,SFO,SEA,29.872832
2012-08-29,ATL,BOS,28.18132
2012-08-29,ATL,CLT,24.500368
2012-08-29,ATL,DEN,24.274952
2012-08-29,ATL,DFW,27.885704
2012-08-29,ATL,DTW,22.729408
2012-08-29,ATL,EWR,24.726064
2012-08-29,ATL,LAX,25.839016
2012-08-29,ATL,LGA,33.34604
2012-08-29,ATL,MCO,27.186416
2012-08-29,ATL,MIA,25.06412
2012-08-29,ATL,MSP,26.486488
2012-08-29,ATL,ORD,29.8334
2012-08-29,ATL,PHL,29.0062
2012-08-29,ATL,SFO,23.278256
2012-08-29,BOS,ATL,28.218056
2012-08-29,BOS,EWR,28.474648
2012-08-29,BOS,LAX,23.93788
2012-08-29,BOS,LGA,33.25008
2012-08-29,BOS,ORD,29.864336
2012-08-29,BOS,PHL,26.223896
2012-08-29,BOS,SFO,24.446512
2012-08-29,CLT,ATL,27.028184
2012-08-29,CLT,LGA,27.738832
2012-08-29,DEN,ATL,26.67076
2012-08-29,DEN,DFW,28.233032
2012-08-29,DEN,LAS,21.314048
2012-08-29,DEN,LAX,27.733552
2012-08-29,DEN,MSP,25.44312
2012-08-29,DEN,ORD,27.150152
2012-08-29,DEN,PHX,25.699648
2012-08-29,DEN,SEA,26.285192
2012-08-29,DEN,SFO,24.740728
2012-08-29,DFW,ATL,30.476664
2012-08-29,DFW,BOS,27.082352
2012-08-29,DFW,DEN,29.1964
2012-08-29,DFW,LAS,19.413816
2012-08-29,DFW,LAX,29.19628
2012-08-29,DFW,LGA,27.19656
2012-08-29,DFW,ORD,33.838008
